Sentence,CEFR
Sami believed he had done the right thing.,A1
What are Tom and Mary all dressed up for?,A1
I don't think Tom knows why Mary is afraid of him.,A1
I'm pretty sure Tom is the only one who can do that.,A1
You are the reason why I believe in love.,A1
Did Tom know Mary was planning to do that?,A1
That tall girl standing next to Tom is Mary.,A1
I didn't want Tom to know that I'd seen him.,A1
I know that Tom probably won't do that this evening.,A1
Fyodor still has no idea who those men were or what they were looking for.,A1
There are many people who want to learn English.,A1
"Tom and Mary got new jobs. ""What kind of jobs?""",A1
Do you prefer eating out or eating at home?,A1
I'm not doing that the way Tom told me to.,A1
I think that it was Tom that I saw getting on the bus.,A1
Tom will stop Mary from doing that again.,A1
He is richer than anyone else in this town is.,A1
I wouldn't tell Tom anything if I were you.,A1
I still don't know everything about you and I'm dying to know what else there is.,A1
Tom and Mary said they didn't think doing that would be much fun.,A1
I'm the only person who didn't want to do that.,A1
Tom and Mary said that they would do that.,A1
"If you don't give anything, you won't have anything.",A1
"I looked in the box, but I didn't see anything.",A1
I've been doing that for about three weeks.,A1
Tom and Mary told John that they didn't think Alice was finished doing that.,A1
I can hear Tom talking in the other room.,A1
Don't forget tomorrow is Tom's birthday.,A1
Tom said that he isn't sure Mary can do that.,A1
There's something I'd like you to listen to.,A1
There are so many things I'd like to do.,A1
Do you really think we shouldn't be doing this?,A1
John got up from his desk to find Jessica.,A1
Mary usually reads when she's waiting for people.,A1
I'm going over to Tom's house now to tell him about that.,A1
What kind of computer do you want to buy?,A1
Tom and Mary said they knew what was going on.,A1
Tom and Mary have just told me that they found new jobs.,A1
Tom and Mary said they don't think John wanted to do that yesterday afternoon.,A1
Tom doesn't know what Mary is going to do.,A1
Tom said that he thought you would do that.,A1
Tom said that he needed to use the bathroom.,A1
Tom said that Mary has never met John's parents.,A1
"Sometimes, we don't know if we are in love.",A1
Is there another way I could meet that need?,A1
Do you still think you'll get into Harvard?,A1
Let me explain everything to you from the beginning.,A1
How long does it take you to walk to school?,A1
"If she wanted it that way, then get ready!",A1
Is there something you would like to ask me?,A1
Tom said he'd buy it if I lowered the price to thirty dollars.,A1
I didn't even know Tom could speak French.,A1
Tom and Mary say they don't know where John is planning to stay.,A1
Mennad decided to go to the doctor right away.,A1
Tom and Mary say they won't be busy tomorrow.,A1
Tom and Mary need to finish what they started.,A1
Sami started to ask more questions about Islam.,A1
Tom looked across the street and saw Mary.,A1
Mary couldn't come because she was busy.,A1
Let's talk about something more interesting.,A1
It looks like he's gone down to the coffee machine.,A1
He wants you to be there to welcome him.,A1
"Tom said he wouldn't help, but Mary said she would.",A1
It's probably going to be depressing to do that.,A1
English has become the de facto second language used in the PRC.,A1
I hope that Tom understands that this doesn't happen very often.,A1
I just can't believe that that really happened.,A1
Tom and Mary said that they were planning to be here by 2:30.,A1
Here is the address and a map to get to my office.,A1
I hate getting out of bed on cold mornings.,A1
Tom said that Mary wanted to do that soon.,A1
"We have two cats; one is white, and the other is black.",A1
"You told Tom that I'd do that, didn't you?",A1
I still can't believe Tom and Mary haven't done that.,A1
Have you got the list of those taking part?,A1
Tom drove all night to get to Boston in time for today's meeting.,A1
Ziri wrote a book about how he converted to Islam.,A1
"When I talked to him, he listened to me.",A1
Tom and Mary say that they'd never do that again.,A1
Tom isn't the one who told me you didn't need to do that.,A1
I don't really think Tom needed to do that.,A1
I think that's the reason why Tom isn't doing that.,A1
The Keisei Line Sky-Liner will take you from the airport to Ueno Station in 75 minutes.,A1
Sami was only two years younger than Layla.,A1
I didn't let Tom and Mary finish what they were trying to say.,A1
My father exercises every day for his health.,A1
Michael saw a beautiful young woman standing in front of Linda.,A1
Tom didn't know that Mary had done that.,A1
The meeting will take place next Sunday.,A1
I thought that Tom would say hello to Mary.,A1
Tom couldn't find the kind of job he wanted.,A1
I thought Tom and Mary were going to Boston.,A1
Both you and Tom need to be there tomorrow.,A1
Tom and Mary told me they were depressed.,A1
Tom could swim when he was three years old.,A1
I'll wait here until Tom and Mary get here.,A1
Tom would never do what you're accusing him of doing.,A1
Tom said that he thought that it wouldn't be possible to do that.,A1
Kalman wanted Olivia to know where he was.,A1
Both Tom and Mary said that they didn't want to eat dinner tonight.,A1
Jamal moved to Cairo with his new girlfriend.,A1
I have to sell a lot of my things so I can pay all my bills.,A1
I thought that there was somebody in the room.,A1
Tom says he's going to do all his homework before dinner.,A1
Tom and Mary aren't really sure what they need to do.,A1
It would be wonderful if we could do that together.,A1
I don't really think that I have to do that.,A1
I'd like to welcome you all to our family museum.,A1
"You know what Tom is going to do, don't you?",A1
He sees it happening but there's nothing he can do about it.,A1
They like us to come and stay with them.,A1
We waited around to see if anything would happen.,A1
"You are free to use this car, because I have another one.",A1
He converted from Buddhism to Christianity.,A1
It wouldn't take long for us to do that.,A1
There's something else you don't know about.,A1
Tom and Mary come and go as they please.,A1
I don't know your reasons for not liking Tom.,A1
"He works few days a week, and gets little money.",A1
"Why do some months of the year have 30 days, others 31, and February 28 or 29?",A1
Tom said he'd help us if we want him to.,A1
Tom and Mary say that they've never won anything.,A1
"Tom listened for a moment, but couldn't hear anything.",A1
It is said that she is a very good cook.,A1
"You're not going to school tomorrow, are you?",A1
It was one of the quietest boats I've ever been on.,A1
"If you want to blame somebody, blame me.",A1
It was one of the best movies they had ever seen.,A1
I don't think that Tom knows what time Mary is going to arrive at the station.,A1
Some students find it difficult to follow the rules.,A1
Tom told Mary that he thought John was ready.,A1
Mary hasn't told me where she's planning on staying in Boston.,A1
Why didn't you tell me that Tom wouldn't do that?,A1
We haven't had those kinds of problems in a long time.,A1
I've been waiting for this moment for a long time.,A1
I'm going to miss all of you when I move to Boston.,A1
I didn't tell Tom what he wanted to know.,A1
What does Mary need to say to get Tom to forgive her?,A1
My car is the one over there next to Tom's.,A1
That scientist wrote a lot of science texts.,A1
I don’t recall seeing any cars parked outside.,A1
Would you like to know why Tom and Mary aren't here today?,A1
Tom and Mary say that they'll never go again.,A1
Tom says everybody he knows can do that.,A1
Mary is the only woman that I've ever been in love with.,A1
Tom and Mary say they don't think John does that very often.,A1
I saw a dirty dog coming into the garden.,A1
Sami is a year and a half younger than Layla.,A1
Millions of Palestinians are denied the right to return to their land and homes.,A1
I have to get to the station before 2:30.,A1
"Dimitri Mendeleev died in the city of Saint Petersburg, Russia.",A1
I don't like spending time in the garden.,A1
Don't let him put his feet on the table.,A1
She selected a hat to match her new dress.,A1
I think he'll do well on the test. He studied a lot.,A1
Tom and Mary don't want to speak with you.,A1
Tom and Mary had a good time at the concert.,A1
I don't feel like going out this morning.,A1
Tom and Mary told me they were too tired to study.,A1
"Tom wanted to show Mary how to do that, so next time she could do it and he wouldn't have to.",A1
